Index,audio,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,Instructions.started,resp_start.started,Instruction.stopped,resp_start.keys,resp_start.rt,resp_start.duration,trial.started,cross.started,audio.started,trial.stopped,Responses.started,respp.started,key_resp.started,Responses.stopped,key_resp.keys,key_resp.rt,key_resp.duration,response1,response2,response3,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.017208799999934854,0.05090410000002521,0.05090410000002521,1.851903300000231,space,1.7871509000001424,None,,,,,,,,,,,,,,,717,001,2024-10-02_14h41.03.579,Trial_mult,2023.2.1,59.87177859895493,2024-10-02 14h41.15.486119 -0400,
1,block1_trial1_attendright_leadmasker.wav,0,0,0,0,1.8844850000000406,,,,,,,,,1.8845461999999316,1.9012124000000767,2.0009288000001106,7.722870300000068,7.722881700000016,7.739785900000243,7.739785900000243,8.808619800000088,"['2', '3', '1']","[0.5311148000000685, 0.7624946000000818]","[0.1667154000001574, 0.1276679000002332]",2,3,1,717,001,2024-10-02_14h41.03.579,Trial_mult,2023.2.1,59.87177859895493,2024-10-02 14h41.15.486119 -0400,
2,block1_trial2_attendright_leadmasker.wav,0,1,1,1,8.82346570000027,,,,,,,,,8.823525100000097,8.840494600000056,2.014711199999965,14.69611470000018,14.69612589999997,14.712309999999889,14.712309999999889,15.746961600000304,"['2', '2', '2']","[0.5738521000002947, 0.7892466000002969]","[0.11140549999981886, 0.13608539999995628]",2,2,2,717,001,2024-10-02_14h41.03.579,Trial_mult,2023.2.1,59.87177859895493,2024-10-02 14h41.15.486119 -0400,
3,block1_trial3_attendright_leadtarget.wav,0,2,2,2,15.762952099999893,,,,,,,,,15.763025700000071,15.779537899999923,2.0172333999998955,21.61782170000015,21.617831800000204,21.63425150000012,21.63425150000012,23.419720700000198,"['1', '2', '1']","[1.068851800000175, 1.3319495999999162]","[0.15918909999982134, 0.12152430000014647]",1,2,1,717,001,2024-10-02_14h41.03.579,Trial_mult,2023.2.1,59.87177859895493,2024-10-02 14h41.15.486119 -0400,
4,block1_trial4_attendright_leadmasker.wav,0,3,3,3,23.435212800000045,,,,,,,,,23.435282899999947,23.451936899999964,2.0169135999999526,29.27354830000013,29.273559100000057,29.290210300000126,29.290210300000126,30.592615600000045,"['1', '3', '2']","[0.7960803000000851, 1.0527468999998746]","[0.13614120000011098, 0.12704470000016954]",1,3,2,717,001,2024-10-02_14h41.03.579,Trial_mult,2023.2.1,59.87177859895493,2024-10-02 14h41.15.486119 -0400,
5,block1_trial5_attendright_leadmasker.wav,0,4,4,4,30.60744569999997,,,,,,,,,30.60750330000019,30.624242700000195,2.016528599999674,36.4799723000001,36.47998340000004,36.49649499999987,36.49649499999987,37.98129620000009,"['3', '3', '1']","[0.6130239000003712, 0.837831400000141]","[0.10513779999973849, 0.11968740000020262]",3,3,1,717,001,2024-10-02_14h41.03.579,Trial_mult,2023.2.1,59.87177859895493,2024-10-02 14h41.15.486119 -0400,
6,block1_trial6_attendleft_leadtarget.wav,0,5,5,5,37.996875700000146,,,,,,,,,37.996943399999964,38.01361840000027,2.0171454000001177,43.85205320000023,43.852063799999996,43.8683860000001,43.8683860000001,45.704235300000164,"['3', '1', '3']","[1.0262280000001738, 1.49137490000021]","[0.13523510000004535, 0.16595939999979237]",3,1,3,717,001,2024-10-02_14h41.03.579,Trial_mult,2023.2.1,59.87177859895493,2024-10-02 14h41.15.486119 -0400,
7,block1_trial7_attendleft_leadtarget.wav,0,6,6,6,45.72010480000017,,,,,,,,,45.720179400000234,45.7366691000002,2.017012100000102,51.574878100000205,51.57488920000014,51.591536800000085,51.591536800000085,52.74393140000029,"['1', '1', '2']","[0.7577333999997791, 0.9580200000000332]","[0.09709490000022925, 0.11316369999985909]",1,1,2,717,001,2024-10-02_14h41.03.579,Trial_mult,2023.2.1,59.87177859895493,2024-10-02 14h41.15.486119 -0400,
8,block1_trial8_attendleft_leadmasker.wav,0,7,7,7,52.75860199999988,,,,,,,,,52.75865620000013,52.775398400000086,2.0160777000000962,58.63115770000013,58.63116979999995,58.6476418000002,58.6476418000002,60.14903460000005,"['2', '2', '1']","[0.8786595000001398, 1.199740400000337]","[0.13618570000016916, 0.1501138999997238]",2,2,1,717,001,2024-10-02_14h41.03.579,Trial_mult,2023.2.1,59.87177859895493,2024-10-02 14h41.15.486119 -0400,
9,block1_trial9_attendleft_leadmasker.wav,0,8,8,8,60.16524550000031,,,,,,,,,60.16531990000021,60.181452700000136,2.0171433000000434,66.00355059999993,66.00356140000031,66.01943510000001,66.01943510000001,67.17145070000015,"['1', '1', '2']","[0.611066700000265, 0.8419938000001821]","[0.1269345999999132, 0.16069429999970453]",1,1,2,717,001,2024-10-02_14h41.03.579,Trial_mult,2023.2.1,59.87177859895493,2024-10-02 14h41.15.486119 -0400,
10,block1_trial10_attendright_leadtarget.wav,0,9,9,9,67.18715330000032,,,,,,,,,67.18723910000017,67.20392179999999,2.0171433000000434,73.07537450000018,73.07538680000016,73.0921085,73.0921085,74.41052480000008,"['2', '1', '3']","[0.7216930999998112, 1.0584225999996306]","[0.1446700999999848, 0.1590886000003593]",2,1,3,717,001,2024-10-02_14h41.03.579,Trial_mult,2023.2.1,59.87177859895493,2024-10-02 14h41.15.486119 -0400,
