Index,audio,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,Instructions.started,resp_start.started,Instruction.stopped,resp_start.keys,resp_start.rt,resp_start.duration,trial.started,cross.started,audio.started,trial.stopped,Responses.started,respp.started,key_resp.started,Responses.stopped,key_resp.keys,key_resp.rt,key_resp.duration,response1,response2,response3,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.010571399936452508,0.04383039998356253,0.04383039998356253,2.963338000001386,space,2.9033746999921277,None,,,,,,,,,,,,,,,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
1,block1_trial1_attendright_leadmasker.wav,0,0,0,0,2.980674199992791,,,,,,,,,2.980748699977994,3.012093900004402,2.0005537000251934,8.816932799993083,8.816943199955858,8.83346829994116,8.83346829994116,10.920557899982668,"['2', '3', '3']","[1.2254933000076562, 1.6335304999956861]","[0.16056200000457466, 0.14381919999141246]",2,3,3,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
2,block1_trial2_attendright_leadmasker.wav,0,1,1,1,10.935395199921913,,,,,,,,,10.935461699962616,10.952006199979223,2.0151662999996915,16.806999299908057,16.807009599986486,16.82326709991321,16.82326709991321,19.05984170001466,"['2', '3', '3']","[0.7720008000032976, 1.7479224000126123]","[0.14459979999810457, 0.15181730000767857]",2,3,3,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
3,block1_trial3_attendright_leadtarget.wav,0,2,2,2,19.075183799955994,,,,,,,,,19.075254499912262,19.091910999966785,2.0164141000714153,24.929945099982433,24.929954699939117,24.946614300017245,24.946614300017245,27.366485300008208,"['1', '2', '2']","[1.1293182999361306, 1.84910160000436]","[0.1194221000187099, 0.13525279995519668]",1,2,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
4,block1_trial4_attendright_leadmasker.wav,0,3,3,3,27.381981699960306,,,,,,,,,27.382049400010146,27.398474699934013,2.0164976000087336,33.253690099925734,33.25370070000645,33.270438399980776,33.270438399980776,35.305799199966714,"['3', '2', '3']","[1.1418039000127465, 1.5807816000888124]","[0.1666841000551358, 0.1375083999009803]",3,2,3,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
5,block1_trial5_attendright_leadmasker.wav,0,4,4,4,35.32131709996611,,,,,,,,,35.321373599930666,35.33828979998361,2.0169577000197023,41.19338409998454,41.19339419994503,41.2099467999069,41.2099467999069,43.912827399908565,"['3', '1', '1']","[1.5212420000461861, 2.2346905999584123]","[0.14427469996735454, 0.11839459999464452]",3,1,1,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
6,block1_trial6_attendleft_leadtarget.wav,0,5,5,5,43.92832129995804,,,,,,,,,43.928382299956866,43.945143899996765,2.017035400029272,49.783775799907744,49.783786199986935,49.80029889999423,49.80029889999423,52.270414599915966,"['3', '1', '3']","[1.4188338000094518, 2.0189612000249326]","[0.15980440005660057, 0.14350529992952943]",3,1,3,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
7,block1_trial7_attendleft_leadtarget.wav,0,6,6,6,52.28527310001664,,,,,,,,,52.285359199973755,52.301944999955595,2.016075799940154,58.14033640001435,58.1403478999855,58.15690589998849,58.15690589998849,59.55894789996091,"['1', '2', '2']","[0.5741318999789655, 1.0062771000666544]","[0.1524760000174865, 0.12013559998013079]",1,2,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
8,block1_trial8_attendleft_leadmasker.wav,0,7,7,7,59.57434990000911,,,,,,,,,59.57443429995328,59.590980499982834,2.016594900051132,65.42910790001042,65.42911789997015,65.44646759994794,65.44646759994794,67.76541100000031,"['1', '2', '2']","[1.2686965999891981, 1.8289383000228554]","[0.10403050004970282, 0.1201455999398604]",1,2,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
9,block1_trial9_attendleft_leadmasker.wav,0,8,8,8,67.78074640000705,,,,,,,,,67.7807979999343,67.79738969996106,2.01673849998042,73.65284230001271,73.65285319997929,73.669344099937,73.669344099937,75.77186709991656,"['1', '2', '2']","[1.190545600024052, 1.6785501999547705]","[0.11234130000229925, 0.12064490001648664]",1,2,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
10,block1_trial10_attendright_leadtarget.wav,0,9,9,9,75.78724639990833,,,,,,,,,75.78730570001062,75.80389300000388,2.016792200040072,81.64292199991178,81.64293269999325,81.65918389998842,81.65918389998842,83.27806899999268,"['1', '2', '2']","[0.7121059000492096, 1.216308300034143]","[0.1366338999941945, 0.10458199994172901]",1,2,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
11,block1_trial11_attendright_leadmasker.wav,0,10,10,10,83.29328859993257,,,,,,,,,83.29334809991997,83.31054209999274,2.0167377000907436,89.16563639999367,89.1656484999694,89.1820330999326,89.1820330999326,91.68539559992496,"['1', '2', '2']","[1.6769728999352083, 2.1015207999153063]","[0.13589620008133352, 0.11321950005367398]",1,2,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
12,block1_trial12_attendleft_leadtarget.wav,0,11,11,11,91.69995159993414,,,,,,,,,91.70000179996714,91.7166995999869,2.015800999943167,97.57200990000274,97.57202039996628,97.58867899992038,97.58867899992038,100.32490130001679,"['1', '3', '2']","[1.7189519999083132, 2.262961699976586]","[0.11922560003586113, 0.17597300000488758]",1,3,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
13,block1_trial13_attendright_leadmasker.wav,0,12,12,12,100.34035259997472,,,,,,,,,100.34042409993708,100.35696000000462,2.0194703999441117,106.21172899997327,106.21173919993453,106.22831539995968,106.22831539995968,107.76433829998132,"['3', '3', '2']","[0.4715046000201255, 1.0310102000366896]","[0.14381440007127821, 0.15199070004746318]",3,3,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
14,block1_trial14_attendright_leadtarget.wav,0,13,13,13,107.77945439994801,,,,,,,,,107.77950699999928,107.79622119991109,2.0163444000063464,113.63511809997726,113.63512879994232,113.6515491999453,113.6515491999453,115.30377659993246,"['2', '3', '3']","[0.46485170000232756, 1.0964355000760406]","[0.1434374999953434, 0.16739129996858537]",2,3,3,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
15,block1_trial15_attendleft_leadmasker.wav,0,14,14,14,115.31905789999291,,,,,,,,,115.31913779990282,115.33557379990816,2.016526799998246,121.15772020001896,121.15773649991024,121.17472279991489,121.17472279991489,123.32692199992016,"['1', '1', '1']","[0.9329750000033528, 1.7484353999607265]","[0.1600823999615386, 0.12888490001205355]",1,1,1,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
16,block1_trial16_attendleft_leadmasker.wav,0,15,15,15,123.34202889993321,,,,,,,,,123.34208859992214,123.3586841999786,2.0164851000299677,129.19738519995008,129.1973959999159,129.2141001999844,129.2141001999844,131.5163646999281,"['2', '1', '1']","[0.7090395999839529, 1.6769474999746308]","[0.1684162999736145, 0.15267530002165586]",2,1,1,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
17,block1_trial17_attendleft_leadtarget.wav,0,16,16,16,131.53183310001623,,,,,,,,,131.53189260000363,131.5485585000133,2.016832399996929,137.45366659993306,137.45367750001606,137.4700373999076,137.4700373999076,140.10715259995777,"['3', '2', '2']","[1.72500780003611, 2.1336459999438375]","[0.16013129998464137, 0.12748330004978925]",3,2,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
18,block1_trial18_attendleft_leadtarget.wav,0,17,17,17,140.12218509998638,,,,,,,,,140.12223979993723,140.13898859999608,2.0162974999984726,145.96154139994178,145.9615539999213,145.9774568999419,145.9774568999419,149.19747769995593,"['2', '1', '2']","[0.8906640999484807, 2.25753750000149]","[0.1430576000129804, 0.13629499997477978]",2,1,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
19,block1_trial19_attendright_leadtarget.wav,0,18,18,18,149.2127482999349,,,,,,,,,149.2128000999801,149.22951679991093,2.0167046000715345,155.06757559999824,155.06758589996025,155.08418529992923,155.08418529992923,158.3717583999969,"['1', '2', '2']","[1.1119462000206113, 2.5037643000250682]","[0.12721239996608347, 0.1518614999949932]",1,2,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
20,block1_trial20_attendright_leadtarget.wav,0,19,19,19,158.38749300001655,,,,,,,,,158.38756119995378,158.40393039991613,2.0161961999256164,164.2587738999864,164.25878409994766,164.27524190000258,164.27524190000258,166.6446421999717,"['2', '3', '1']","[1.1126329000107944, 1.7526004000101238]","[0.14342830004170537, 0.19977589999325573]",2,3,1,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
