Index,audio,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,Instructions.started,resp_start.started,Instruction.stopped,resp_start.keys,resp_start.rt,resp_start.duration,trial.started,cross.started,audio.started,trial.stopped,Responses.started,respp.started,key_resp.started,Responses.stopped,key_resp.keys,key_resp.rt,key_resp.duration,response1,response2,response3,participant,session,date,expName,psychopyVersion,frameRate,expStart,
21,block1_trial21_attendright_leadtarget.wav,0,20,20,20,166.66008569998667,,,,,,,,,166.66014129994437,166.67681520001497,2.0167044999543577,172.51513329998124,172.5151434999425,172.53177070000675,172.53177070000675,175.48545639996883,"['2', '1', '1']","[1.5594598000170663, 2.271493599982932]","[0.1609722999855876, 0.12044900003820658]",2,1,1,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
22,block1_trial22_attendright_leadmasker.wav,0,21,21,21,175.5004943999229,,,,,,,,,175.5005502999993,175.5172541999491,2.0162916000699624,181.33867309999187,181.33868269994855,181.35538449999876,181.35538449999876,183.37487549998332,"['3', '2', '2']","[0.48908629990182817, 1.4080068999901414]","[0.18337860004976392, 0.15330649993848056]",3,2,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
23,block1_trial23_attendright_leadmasker.wav,0,22,22,22,183.39037449995521,,,,,,,,,183.39044099999592,183.40704829990864,2.0165882000001147,189.24512189999223,189.24513269995805,189.26181149994954,189.26181149994954,191.93265219999012,"['2', '1', '3']","[1.6293718999950215, 2.1823176000034437]","[0.1362783000804484, 0.14370590006001294]",2,1,3,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
24,block1_trial24_attendright_leadtarget.wav,0,23,23,23,191.94707629992627,,,,,,,,,191.94713579991367,191.9642812999664,2.015814400045201,197.78596429992467,197.78597500000615,197.8024455999257,197.8024455999257,200.9056719999062,"['2', '1', '2']","[1.4163665999658406, 2.3606692999601364]","[0.15999600000213832, 0.15344200003892183]",2,1,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
25,block1_trial25_attendright_leadtarget.wav,0,24,24,24,200.9209080999717,,,,,,,,,200.92096049990505,200.93788999994285,2.016544900019653,206.79283849999774,206.79284889996052,206.80950889992528,206.80950889992528,209.9961371999234,"['2', '1', '2']","[1.6733723999932408, 2.5944304999429733]","[0.136019799974747, 0.1351715000346303]",2,1,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
26,block1_trial26_attendleft_leadmasker.wav,0,25,25,25,210.01155870000366,,,,,,,,,210.01162319991272,210.02854520000983,2.017031700001098,215.85028769995552,215.85029819991905,215.86681009992026,215.86681009992026,218.18599509994965,"['1', '2', '2']","[1.4011053999420255, 1.8642019999679178]","[0.15976120007690042, 0.13673739996738732]",1,2,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
27,block1_trial27_attendleft_leadmasker.wav,0,26,26,26,218.2014593000058,,,,,,,,,218.20150859991554,218.21825499995612,2.0169089999981225,224.07366629992612,224.07367660000455,224.09030379995238,224.09030379995238,226.7931552999653,"['2', '2', '3']","[1.1609535000752658, 2.192842600052245]","[0.14359130000229925, 0.14411659992765635]",2,2,3,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
28,block1_trial28_attendleft_leadtarget.wav,0,27,27,27,226.80825210001785,,,,,,,,,226.80830559995957,226.82513949996792,2.0166889000684023,232.66389879991766,232.66391050000675,232.68041869997978,232.68041869997978,235.85020059999079,"['2', '3', '2']","[1.6840312000131235, 2.1875562999630347]","[0.12662360002286732, 0.16724950005300343]",2,3,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
29,block1_trial29_attendright_leadmasker.wav,0,28,28,28,235.86557759996504,,,,,,,,,235.8656302000163,235.88234379992355,2.01681799988728,241.72134829999413,241.72136039996985,241.7382625999162,241.7382625999162,244.5739581999369,"['2', '2', '1']","[1.1616651999065652, 2.4008204999845475]","[0.1364109000423923, 0.14477849996183068]",2,2,1,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
30,block1_trial30_attendright_leadtarget.wav,0,29,29,29,244.58996519993525,,,,,,,,,244.59003889991436,244.60617929999717,2.016736499965191,250.4447965999134,250.44480709999334,250.46116900001653,250.46116900001653,251.97984169994015,"['1', '1', '2']","[0.7019887999631464, 1.1028525000438094]","[0.1045561000937596, 0.13533530000131577]",1,1,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
31,block1_trial31_attendleft_leadtarget.wav,0,30,30,30,251.99524449999444,,,,,,,,,251.99529619992245,252.0121700000018,2.016835800022818,257.8339641999919,257.8339747999562,257.8505839999998,257.8505839999998,260.069978699903,"['1', '2', '3']","[1.4013420999981463, 1.8256211000261828]","[0.1359266999643296, 0.14283169992268085]",1,2,3,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
32,block1_trial32_attendleft_leadtarget.wav,0,31,31,31,260.0851698999759,,,,,,,,,260.08523849991616,260.10180319997016,2.016505799954757,265.95727919996716,265.95728979993146,265.9738841999788,265.9738841999788,268.24296920001507,"['1', '2', '2']","[0.8775127000408247, 1.5336326999822631]","[0.13603689998853952, 0.1279338999884203]",1,2,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
33,block1_trial33_attendleft_leadmasker.wav,0,32,32,32,268.25839039997663,,,,,,,,,268.2584462999366,268.27511159994174,2.0166849000379443,274.13054119993467,274.1305527999066,274.14695490000304,274.14695490000304,276.3163287999341,"['2', '1', '3']","[0.34459590003825724, 1.1136180999455974]","[0.13535299990326166, 0.15076840005349368]",2,1,3,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
34,block1_trial34_attendright_leadtarget.wav,0,33,33,33,276.3314397999784,,,,,,,,,276.33149629994296,276.3482202999294,2.0167864999966696,282.20323899993673,282.20324880001135,282.21990839997306,282.21990839997306,285.20742949994747,"['2', '1', '3']","[1.2479745000600815, 2.4072628000285476]","[0.13509599992539734, 0.1447496999753639]",2,1,3,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
35,block1_trial35_attendright_leadmasker.wav,0,34,34,34,285.2221161999041,,,,,,,,,285.2221927999053,285.2386690999847,2.0157773999962956,291.0772028999636,291.0772126999218,291.0936779999174,291.0936779999174,293.89709430001676,"['3', '1', '2']","[1.325432899990119, 2.27739299996756]","[0.15225779998581856, 0.14523620007093996]",3,1,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
36,block1_trial36_attendleft_leadmasker.wav,0,35,35,35,293.91227709990926,,,,,,,,,293.91233299998567,293.92893809999805,2.0165483999298885,299.76760879997164,299.76761889993213,299.78416519996244,299.78416519996244,301.5545046000043,"['2', '2', '2']","[0.8589975999202579, 1.3634790999349207]","[0.17568590003065765, 0.13598650007043034]",2,2,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
37,block1_trial37_attendleft_leadtarget.wav,0,36,36,36,301.56878039997537,,,,,,,,,301.56885909999255,301.5858675999334,2.0150801999261603,307.42313869995996,307.42314909992274,307.44020489999093,307.44020489999093,309.6104764000047,"['1', '3', '3']","[0.9629834999796003, 1.7560976999811828]","[0.1849921999964863, 0.1836217000382021]",1,3,3,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
38,block1_trial38_attendleft_leadmasker.wav,0,37,37,37,309.62501199997496,,,,,,,,,309.62507949990686,309.6415521999588,2.0156512999674305,315.46349719993304,315.4635075000115,315.4800467999885,315.4800467999885,318.26659399992786,"['3', '1', '3']","[1.043641500058584, 1.6511771000223234]","[0.14313089998904616, 0.13652439997531474]",3,1,3,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
39,block1_trial39_attendleft_leadtarget.wav,0,38,38,38,318.2819337999681,,,,,,,,,318.2819989999989,318.29860420001205,2.0165693999733776,324.1366668000119,324.1366764999693,324.1533626000164,324.1533626000164,327.3070402999874,"['1', '1', '2']","[1.2898683999665082, 2.1861178999533877]","[0.12074519996531308, 0.06359839998185635]",1,1,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
40,block1_trial40_attendleft_leadmasker.wav,0,39,39,39,327.3224653999787,,,,,,,,,327.32252809999045,327.33910079998896,2.016883800039068,333.1940361999441,333.19404689990915,333.21060379990377,333.21060379990377,334.6128975999309,"['3', '3', '3']","[0.46461509994696826, 0.9283712999895215]","[0.15232580003794283, 0.16133559995796531]",3,3,3,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
41,block2_trial1_attendleft_leadmasker.wav,0,40,40,40,334.6282911999151,,,,,,,,,340.56720299995504,340.58369679993484,2.018257000017911,346.43838319997303,346.43839269992895,346.45494600001257,346.45494600001257,348.12373519991525,"['3', '3', '1']","[0.8684530999744311, 1.2839519999688491]","[0.1599000000860542, 0.1359519000397995]",3,3,1,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
42,block2_trial2_attendleft_leadtarget.wav,0,41,41,41,348.1391219999641,,,,,,,,,348.1391755999066,348.155735099921,2.016596799949184,354.0108618999366,354.01087309990544,354.0272376999492,354.0272376999492,355.530410700012,"['2', '2', '1']","[0.8557063000043854, 1.1851309000048786]","[0.1361405000789091, 0.12645880004856735]",2,2,1,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
43,block2_trial3_attendright_leadtarget.wav,0,42,42,42,355.545219099964,,,,,,,,,355.54528630001005,355.5617968000006,2.0158998999977484,361.3835160000017,361.3835270999698,361.40002519998234,361.40002519998234,364.6201938999584,"['1', '3', '2']","[2.1790856999577954, 2.683346000034362]","[0.11203880002722144, 0.15218889992684126]",1,3,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
44,block2_trial4_attendright_leadtarget.wav,0,43,43,43,364.63595869997516,,,,,,,,,364.6360266999109,364.65286469995044,2.0166977000189945,370.4918530000141,370.4918637999799,370.5076311000157,370.5076311000157,373.81104139995296,"['3', '2', '2']","[2.024873699992895, 2.855231499997899]","[0.15860239998437464, 0.1134456000290811]",3,2,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
45,block2_trial5_attendright_leadtarget.wav,0,44,44,44,373.8264346999349,,,,,,,,,373.82649150001816,373.84307870001066,2.017161999945529,379.68133259995375,379.6813430999173,379.6978533999063,379.6978533999063,381.5508805999998,"['2', '3', '3']","[0.6103127999231219, 1.450946299941279]","[0.12696110003162175, 0.15857620001770556]",2,3,3,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
46,block2_trial6_attendright_leadmasker.wav,0,45,45,45,381.56652669992764,,,,,,,,,381.56660449993797,381.582777399919,2.0167710999958217,387.4376924999524,387.43770939996466,387.45414629997686,387.45414629997686,390.42455300001893,"['1', '3', '2']","[1.2608428000239655, 1.9580046000191942]","[0.12812859995756298, 0.19921999995131046]",1,3,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
47,block2_trial7_attendright_leadtarget.wav,0,46,46,46,390.43963589996565,,,,,,,,,390.4396933999378,390.45651389996056,2.016620700014755,396.3118988999631,396.3119097999297,396.328405899927,396.328405899927,397.7969111999264,"['1', '1', '3']","[0.5149362999945879, 0.9466535999672487]","[0.11983169999439269, 0.13604939996730536]",1,1,3,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
48,block2_trial8_attendright_leadmasker.wav,0,47,47,47,397.81238549994305,,,,,,,,,397.81244040001184,397.8290969999507,2.017152399988845,403.6511731999926,403.6511833999539,403.6677148999879,403.6677148999879,405.6031960999826,"['1', '2', '3']","[1.104454300017096, 1.5673833000473678]","[0.16689490003045648, 0.12801019998732954]",1,2,3,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
49,block2_trial9_attendright_leadtarget.wav,0,48,48,48,405.6188181999605,,,,,,,,,405.61888409999665,405.6352587000001,2.0167712999973446,411.4902369999327,411.4902463000035,411.50663079996593,411.50663079996593,413.4428772999672,"['1', '2', '2']","[1.121438399888575, 1.6087088999338448]","[0.15984460001345724, 0.13682280003558844]",1,2,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
50,block2_trial10_attendleft_leadmasker.wav,0,49,49,49,413.4583934999537,,,,,,,,,413.4584615000058,413.47491499991156,2.016605900018476,419.29650149994995,419.29651109990664,419.31310029991437,419.31310029991437,420.6656708999071,"['1', '2', '2']","[0.6098562999395654, 1.0589832999976352]","[0.14390819997061044, 0.07894449995364994]",1,2,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
51,block2_trial11_attendleft_leadmasker.wav,0,50,50,50,420.68125779996626,,,,,,,,,420.68132430000696,420.69756379991304,2.0167330999393016,426.5357082999544,426.53571879991796,426.5521886999486,426.5521886999486,429.23888159997296,"['1', '1', '2']","[0.7790244999341667, 1.803283599903807]","[0.15241189999505877, 0.16768480010796338]",1,1,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
52,block2_trial12_attendleft_leadmasker.wav,0,51,51,51,429.25428979995195,,,,,,,,,429.2543443000177,429.27109439997,2.016856399946846,435.1263827999355,435.1263937000185,435.1423778999597,435.1423778999597,437.0952401999384,"['1', '2', '3']","[0.8379900000290945, 1.4689229000359774]","[0.14309809997212142, 0.1444232000503689]",1,2,3,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
53,block2_trial13_attendright_leadmasker.wav,0,52,52,52,437.1105666999938,,,,,,,,,437.11061749991495,437.12720240000635,2.016840499942191,442.9826753999805,442.9826856999425,442.9996133999666,442.9996133999666,445.06844069994986,"['1', '1', '1']","[1.1083935999777168, 1.6682803999865428]","[0.15092430007643998, 0.11111689999233931]",1,1,1,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
54,block2_trial14_attendright_leadmasker.wav,0,53,53,53,445.0839439999545,,,,,,,,,445.0840215999633,445.1008640999207,2.0164589999476448,450.92231910000555,450.92233049997594,450.9390258999774,450.9390258999774,453.0747369999299,"['1', '1', '2']","[0.824015700025484, 1.7286304000299424]","[0.18466789997182786, 0.12775490002240986]",1,1,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
55,block2_trial15_attendleft_leadmasker.wav,0,54,54,54,453.09020989993587,,,,,,,,,453.0902829999104,453.1068805999821,2.0165123000042513,458.9617757999804,458.9617873999523,458.9783295999514,458.9783295999514,460.6143346999306,"['1', '3', '3']","[0.865158100030385, 1.313238300033845]","[0.1518443999812007, 0.14335779997054487]",1,3,3,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
56,block2_trial16_attendleft_leadtarget.wav,0,55,55,55,460.6295087999897,,,,,,,,,460.62957569991704,460.64621799997985,2.0164908999577165,466.4847712999908,466.48478109994903,466.50174679991324,466.50174679991324,470.6210331999464,"['1', '3']","[1.0460359998978674, 2.4460623000049964]","[0.15996900002937764, 0.1592190999072045]",1,3,NA,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
57,block2_trial17_attendleft_leadmasker.wav,0,56,56,56,470.6376638999209,,,,,,,,,470.63773329998367,470.65417049999814,2.0236462000757456,476.5096645000158,476.50967569998465,476.5261498999316,476.5261498999316,478.91266129992437,"['2', '2', '3']","[1.6452591998968273, 2.0130662999581546]","[0.1276754999998957, 0.13690269994549453]",2,2,3,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
58,block2_trial18_attendleft_leadtarget.wav,0,57,57,57,478.9279863999691,,,,,,,,,478.9280589999398,478.944327199948,2.0165467000333592,484.7831953999121,484.783208000008,484.80076559993904,484.80076559993904,487.0527045999188,"['1', '2', '2']","[0.6430855999933556, 1.5390657000243664]","[0.14390330004971474, 0.16023649997077882]",1,2,2,718,001,2024-10-16_17h42.38.335,Trial_mult,2023.2.1,60.36748100502717,2024-10-16 17h42.50.146237 -0400,
