thisRow.t,notes,Instruction.started,Instructions.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0041689999925438315,0.025051399992662482,0.025051399992662482,9.632476099999622,space,9.594824599989806,None,738939,001,2024-08-15_18h51.43.107,Trial1,2023.2.1,60.16260749578293,2024-08-15 18h51.49.027800 -0400,
