Index,audio,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,Instructions.started,resp_start.started,Instruction.stopped,resp_start.keys,trial.started,cross.started,audio.started,trial.stopped,Responses.started,respp.started,key_resp.started,Responses.stopped,key_resp.keys,key_resp.rt,key_resp.duration,response1,response2,response3,participant,session,date,expName,psychopyVersion,frameRate,expStart,
22,block1_trial22_attendright_leadmasker.wav,0,21,21,21,179.64010309999992,,,,,,,179.6401613999999,179.65719849999994,2.015846300000021,185.51242149999996,185.512432,185.52861499999995,185.52861499999995,189.34916709999993,"['3', '2', '1']","[2.61525759999995, 3.0699977000000445]","[0.10386379999999917, 0.088695199999961]",3,2,1,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
23,block1_trial23_attendright_leadmasker.wav,0,22,22,22,189.3643962,,,,,,,189.36444849999998,189.3814524999999,2.0169883999999456,195.21998139999994,195.21999189999997,195.2363145999999,195.2363145999999,196.5052558,"['1', '2', '3']","[0.8424724999999853, 0.9790745000000243, 1.1157491000000164]","[0.15169439999999668, 0.16801239999995232, 0.14290110000001732]",1,2,3,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
24,block1_trial24_attendright_leadtarget.wav,0,23,23,23,196.5204774,,,,,,,196.52055109999992,196.53754849999996,2.01684709999995,202.3765583999999,202.37656859999993,202.3922063,202.3922063,203.8114453999999,"['2', '1', '3']","[0.8403722000000471, 1.1840918999999985]","[0.1262411999999813, 0.1113917999999785]",2,1,3,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
25,block1_trial25_attendright_leadtarget.wav,0,24,24,24,203.82621429999995,,,,,,,203.82627689999993,203.84352689999992,2.0163215999999693,209.66470529999992,209.66471539999998,209.68130929999995,209.68130929999995,212.40124159999993,"['1', '2', '3']","[1.4693172000000914, 2.51066220000007]","[0.12837739999997666, 0.13604580000003352]",1,2,3,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
26,block1_trial26_attendleft_leadmasker.wav,0,25,25,25,212.41634539999995,,,,,,,212.41639769999995,212.43322879999994,2.016973500000063,218.2545556,218.25456499999996,218.27108509999994,218.27108509999994,221.85922949999997,"['2', '1', '3']","[2.345449400000007, 3.3525942999999643]","[0.11968360000003031, 0.17489590000002408]",2,1,3,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
27,block1_trial27_attendleft_leadmasker.wav,0,26,26,26,221.87399719999996,,,,,,,221.87404989999993,221.89124629999992,2.016330700000026,227.72902909999993,227.72903989999998,227.74539529999993,227.74539529999993,231.4498640999999,"['2', '3', '1']","[1.797201399999949, 3.005062800000019]","[0.08988220000003366, 0.10532890000001771]",2,3,1,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
28,block1_trial28_attendleft_leadtarget.wav,0,27,27,27,231.46497139999997,,,,,,,231.46503069999994,231.48176999999998,2.0170987000000196,237.35407869999995,237.35408919999998,237.37062119999996,237.37062119999996,239.3401998999999,"['3', '2', '1']","[0.7730305000000044, 1.49987950000002]","[0.13580630000001293, 0.14423979999992298]",3,2,1,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
29,block1_trial29_attendright_leadmasker.wav,0,28,28,28,239.35463019999997,,,,,,,239.35468389999994,239.37160469999992,2.0160134999999855,245.19389109999997,245.1939011999999,245.2102706999999,245.2102706999999,248.43048449999992,"['3', '2', '1']","[1.2374779000000444, 3.020546000000081]","[0.11110169999994923, 0.10397449999993569]",3,2,1,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
30,block1_trial30_attendright_leadtarget.wav,0,29,29,29,248.44525169999997,,,,,,,248.4453041999999,248.46215089999998,2.016407299999969,254.3013342999999,254.30134439999995,254.3174828,254.3174828,256.9033391999999,"['3', '1', '2']","[1.9861243000000286, 2.401174900000001]","[0.10442349999993894, 0.11206019999997352]",3,1,2,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
31,block1_trial31_attendleft_leadtarget.wav,0,30,30,30,256.91897829999994,,,,,,,256.9190431999999,256.9355301999999,2.0168855999999096,262.79098179999994,262.79099199999996,262.80709939999997,262.80709939999997,263.75951669999995,"['1', '2', '3']","[0.5293814999999995, 0.6899998000000096, 0.8092077000000018]","[0.1591715000000704, 0.15911610000000564, 0.1358145000000377]",1,2,3,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
32,block1_trial32_attendleft_leadtarget.wav,0,31,31,31,263.7747657,,,,,,,263.7748464,263.79112669999995,2.016371499999991,269.62964079999995,269.6296514999999,269.6456169999999,269.6456169999999,271.4990780999999,"['2', '1', '3']","[0.7530798000000232, 1.3128920000000335]","[0.12003349999997681, 0.12883949999991273]",2,1,3,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
33,block1_trial33_attendleft_leadmasker.wav,0,32,32,32,271.51387149999994,,,,,,,271.5139446999999,271.5308083,2.016416700000036,277.36935629999994,277.36936819999994,277.38549709999995,277.38549709999995,279.07158849999996,"['2', '3', '1']","[0.9742626000000882, 1.5263231000000133]","[0.11074329999996735, 0.10480510000002141]",2,3,1,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
34,block1_trial34_attendright_leadtarget.wav,0,33,33,33,279.0867515,,,,,,,279.0868182999999,279.1038047999999,2.0165788000000475,284.9416782999999,284.9416887,284.95792989999995,284.95792989999995,287.32829789999994,"['2', '1', '3']","[1.0327654999999822, 1.5774393000000373]","[0.09712869999998475, 0.1432047999999213]",2,1,3,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
35,block1_trial35_attendright_leadmasker.wav,0,34,34,34,287.3435781999999,,,,,,,287.34365089999994,287.36057459999995,2.016352999999981,293.21559719999993,293.2156074999999,293.23211719999995,293.23211719999995,296.9194442999999,"['3', '1', '2']","[2.079493399999933, 3.4627441999999746]","[0.11192820000007941, 0.12119380000001456]",3,1,2,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
36,block1_trial36_attendleft_leadmasker.wav,0,35,35,35,296.93451089999996,,,,,,,296.934582,296.95131879999997,2.0166341999999986,302.7731176,302.7731275,302.78933359999996,302.78933359999996,305.3093331,"['3', '1', '2']","[0.9458735999999135, 2.3060133999999834]","[0.11953750000009222, 0.11920020000002296]",3,1,2,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
37,block1_trial37_attendleft_leadtarget.wav,0,36,36,36,305.32493109999996,,,,,,,305.3250020999999,305.34151309999993,2.0161386000000903,311.1790597999999,311.17906919999996,311.19581719999996,311.19581719999996,312.78231029999995,"['3', '2', '1']","[0.8606994000000441, 1.1954177000000072]","[0.11102849999997488, 0.11956989999998768]",3,2,1,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
38,block1_trial38_attendleft_leadmasker.wav,0,37,37,37,312.7970339,,,,,,,312.7971174999999,312.8138047,2.0161646000000246,318.6688514,318.6688618999999,318.685071,318.685071,320.5381771,"['3', '1', '2']","[0.9135930000001053, 1.5213829000000487]","[0.13585139999997864, 0.1210975999999846]",3,1,2,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
39,block1_trial39_attendleft_leadtarget.wav,0,38,38,38,320.5533367999999,,,,,,,320.5534134999999,320.5701459999999,2.0166021999999657,326.42506349999996,326.42507349999994,326.44137409999996,326.44137409999996,328.2614841999999,"['1', '3', '2']","[1.1501422000000048, 1.6150396000000455]","[0.11895319999996445, 0.1422488999999132]",1,3,2,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
40,block1_trial40_attendleft_leadmasker.wav,0,39,39,39,328.2763549,,,,,,,328.27643649999993,328.29327879999994,2.016434600000025,334.13124889999995,334.1312595999999,334.14760709999996,334.14760709999996,337.0353137999999,"['2', '1', '3']","[2.4909695999999713, 2.6911353000000418]","[0.11343620000002375, 0.1364006999999674]",2,1,3,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
41,block2_trial1_attendleft_leadmasker.wav,0,40,40,40,337.0500560999999,,,,,,,416.49701749999997,416.51412659999994,2.018315599999937,422.3523531999999,422.3523636,422.36853759999997,422.36853759999997,425.7892552999999,"['1', '3', '1']","[1.9437558999999283, 2.8302139999999554]","[0.09510480000005828, 0.10522520000006352]",1,3,1,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
42,block2_trial2_attendleft_leadtarget.wav,0,41,41,41,425.8044119,,,,,,,425.80448749999994,425.8215611999999,2.0168698999999606,431.6429933999999,431.6430041,431.65950829999997,431.65950829999997,432.61182529999996,"['2', '2', '1']","[0.5231815999999299, 0.7083966999999802]","[0.080278900000053, 0.07982930000002852]",2,2,1,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
43,block2_trial3_attendright_leadtarget.wav,0,42,42,42,432.6267366999999,,,,,,,432.62681439999994,432.6437341999999,2.016323199999988,438.48221320000005,438.482224,438.4985653,438.4985653,441.41823309999984,"['3', '1', '1']","[1.029097800000045, 1.5881163999999899]","[0.11091269999997166, 0.08766060000016296]",3,1,1,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
44,block2_trial4_attendright_leadtarget.wav,0,43,43,43,441.4342318999999,,,,,,,441.43430309999997,441.45062559999985,2.016428200000064,447.30523430000005,447.3052446999999,447.3218994,447.3218994,448.30724329999987,"['2', '3', '3']","[0.4938826000000063, 0.7728632000000744]","[0.10395360000006804, 0.09634529999993902]",2,3,3,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
45,block2_trial5_attendright_leadtarget.wav,0,44,44,44,448.3231233999999,,,,,,,448.32319870000003,448.33938309999996,2.0167473999999856,454.1777576999999,454.1777679999999,454.1943272,454.1943272,455.36306849999994,"['2', '3', '3']","[0.581565400000045, 0.9003536000000167]","[0.13522230000012314, 0.1120763999999781]",2,3,3,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
46,block2_trial6_attendright_leadmasker.wav,0,45,45,45,455.3783562,,,,,,,455.37843039999996,455.39522469999986,2.016208900000038,461.2337457,461.23375599999997,461.2501008999999,461.2501008999999,462.65262640000003,"['3', '2', '2']","[0.8775147999999717, 1.1966711999998552]","[0.11965029999987564, 0.095547900000156]",3,2,2,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
47,block2_trial7_attendright_leadtarget.wav,0,46,46,46,462.66733109999984,,,,,,,462.66740589999984,462.684202,2.0161556000000473,468.5230141999999,468.5230244999999,468.5396995,468.5396995,469.6748188999999,"['1', '1', '2']","[0.602773999999954, 0.8281446000000869]","[0.08858860000009372, 0.09470360000000255]",1,1,2,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
48,block2_trial8_attendright_leadmasker.wav,0,47,47,47,469.6900841999999,,,,,,,469.69016869999984,469.70690320000006,2.0165068000001156,475.52836319999994,475.5283739,475.5443578999999,475.5443578999999,477.9813697999999,"['3', '2', '3']","[1.9584371999999348, 2.254224900000054]","[0.1041746000000785, 0.11371299999996154]",3,2,3,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
49,block2_trial9_attendright_leadtarget.wav,0,48,48,48,477.9963013,,,,,,,477.99636959999987,478.01301109999997,2.016654000000017,483.8514151999999,483.85142529999996,483.8678954999999,483.8678954999999,485.2371417999999,"['3', '2', '2']","[0.9154364000000896, 1.1868984000000182]","[0.11995299999989584, 0.09588260000009541]",3,2,2,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
50,block2_trial10_attendleft_leadmasker.wav,0,49,49,49,485.25238019999995,,,,,,,485.2524540999999,485.26874050000004,2.016136399999823,491.14110300000004,491.14111319999995,491.15722719999997,491.15722719999997,492.3926264999999,"['2', '2', '2']","[0.6490429999998923, 0.9373957000000246]","[0.09682480000014948, 0.07281749999992826]",2,2,2,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
51,block2_trial11_attendleft_leadmasker.wav,0,50,50,50,492.4083614,,,,,,,492.4084357999999,492.4249226999999,2.016876400000001,498.2962664999999,498.2962767,498.3129711999999,498.3129711999999,499.2983521,"['1', '2', '3']","[0.6386171999999988, 0.8058399000001373]","[0.12047580000012204, 0.13676359999999477]",1,2,3,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
52,block2_trial12_attendleft_leadmasker.wav,0,51,51,51,499.3136667,,,,,,,499.3137412,499.3305334999999,2.016318599999977,505.1683187,505.16832869999996,505.18482389999997,505.18482389999997,506.70410449999997,"['3', '2', '3']","[0.7659989000001133, 1.166339900000139]","[0.1291527999999289, 0.13644829999998365]",3,2,3,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
53,block2_trial13_attendright_leadmasker.wav,0,52,52,52,506.7195450999999,,,,,,,506.71962159999987,506.73631999999986,2.0170089999999163,512.5913887999999,512.5913993999999,512.608302,512.608302,514.7773556999999,"['3', '1', '1']","[0.9989734000000681, 1.895483000000013]","[0.1514351999999235, 0.12000540000008186]",3,1,1,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
54,block2_trial14_attendright_leadmasker.wav,0,53,53,53,514.7930441,,,,,,,514.7931175999998,514.8091550999999,2.016567699999996,520.6641341999999,520.6641461999999,520.6807668999999,520.6807668999999,524.6358772,"['1', '2', '3']","[1.8544478999999683, 3.6303376000000753]","[0.1204522000000452, 0.08842959999992672]",1,2,3,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
55,block2_trial15_attendleft_leadmasker.wav,0,54,54,54,524.6508786999999,,,,,,,524.6509536,524.667534,2.016439300000002,530.5223938999999,530.5224044999999,530.5393215,530.5393215,532.608967,"['3', '2', '1']","[1.0116436000000704, 1.6044256000000132]","[0.11993589999997312, 0.09508419999997386]",3,2,1,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
56,block2_trial16_attendleft_leadtarget.wav,0,55,55,55,532.6237063,,,,,,,532.6237728,532.6401497999999,2.0156120999999985,538.4951772000001,538.4951878999999,538.5118179,538.5118179,540.2473701999999,"['2', '2', '3']","[0.4715493000001061, 0.9346929999999247]","[0.12898639999980333, 0.129032000000052]",2,2,3,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
57,block2_trial17_attendleft_leadmasker.wav,0,56,56,56,540.2630948,,,,,,,540.2631702,540.2797944,2.01651969999989,546.1184826999998,546.1184932999998,546.1350652,546.1350652,547.7035152,"['2', '1', '3']","[0.9128924999999981, 1.3354342000000088]","[0.1183270999999877, 0.13601249999987886]",2,1,3,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
58,block2_trial18_attendleft_leadtarget.wav,0,57,57,57,547.7187318999999,,,,,,,547.7188087999999,547.7353583999999,2.0165897999997924,553.5903732999999,553.5903834,553.6072742,553.6072742,554.5760214000001,"['1', '1', '2']","[0.4647416999998768, 0.7042497999998432]","[0.10424050000005991, 0.12043470000003254]",1,1,2,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
59,block2_trial19_attendleft_leadmasker.wav,0,58,58,58,554.5913669999999,,,,,,,554.5914408999998,554.6076829,2.0165325999998913,560.4631294,560.4631395,560.479592,560.479592,562.1819159,"['2', '2', '2']","[0.9911045999999715, 1.3601332000000639]","[0.1118839000000662, 0.09624349999990045]",2,2,2,720,001,2024-11-20_17h24.27.720,Trial_mult,2023.2.1,59.96771338309516,2024-11-20 17h25.31.784983 -0500,
