trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audio,thisRow.t,notes,Instruction.started,Instructions.started,resp_start.started,Instruction.stopped,resp_start.keys,resp_start.rt,resp_start.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.007704199990257621,0.013735999935306609,0.013735999935306609,1.0293384999968112,space,1.0072968000313267,None,540769,001,2024-09-11_09h50.58.260,Trial_mult,2023.2.1,60.42851065348825,2024-09-11 09h51.04.597008 -0400,
