trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audio,thisRow.t,notes,Instruction.started,Instructions.started,resp_start.started,Instruction.stopped,resp_start.keys,resp_start.rt,resp_start.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.009705500095151365,0.013409700011834502,0.013409700011834502,1.1484203001018614,space,1.127420400036499,None,430206,001,2024-09-11_10h28.17.647,Trial_mult,2023.2.1,60.328403698760766,2024-09-11 10h28.23.166033 -0400,
,,,,,5.75065679999534,,,,,,,,,,,,,,,,
