trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audio,thisRow.t,notes,Instruction.started,Instructions.started,resp_start.started,Instruction.stopped,resp_start.keys,resp_start.rt,resp_start.duration,trial.started,cross.started,sound_1.started,trial.stopped,Responses.started,respp.started,key_resp.started,respp.stopped,key_resp.stopped,Responses.stopped,key_resp.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.020135500002652407,0.036811199970543385,0.036811199970543385,1.488936500158161,space,1.449927699752152,None,,,,,,,,,,,,222802,001,2024-09-10_15h22.07.054,Trial_mult,2023.2.1,60.04776192010487,2024-09-10 15h22.23.359491 -0400,
,,,,,1.5211893999949098,,,,,,,,,1.4984071999788284,1.5211893999949098,2.0004833000712097,7.242973799817264,7.242988700047135,12.996430200058967,12.996430200058967,,,17.2342719999142,None,,,,,,,,
