audio,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,Instructions.started,resp_start.started,Instruction.stopped,resp_start.keys,resp_start.rt,resp_start.duration,trial.started,cross.started,sound_1.started,trial.stopped,Responses.started,respp.started,key_resp.started,Responses.stopped,key_resp.keys,key_resp.rt,key_resp.duration,response1,response2,response3,cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.008515899997291854,0.011027599997760262,0.011027599997760262,1.3410799999983283,space,1.307132100002491,None,,,,,,,,,,,,,,,,310165,001,2024-09-17_14h23.20.803,Trial_mult,2023.2.1,60.19012857717412,2024-09-17 14h23.26.128591 -0400,
block1_trial1_attendright_leadtarget.wav,0,0,0,0,1.392711500000587,,,,,,,,,1.388002299998334,1.392711500000587,2.000875300000189,7.098002099999576,7.098015199997462,7.114664999997331,7.114664999997331,8.830154899998888,"['3', '2', '1']","[1.256125100000645, 1.4855777000011585]","[0.08687310000095749, 0.05832360000204062]",3,2,1,,310165,001,2024-09-17_14h23.20.803,Trial_mult,2023.2.1,60.19012857717412,2024-09-17 14h23.26.128591 -0400,
block1_trial2_attendright_leadmasker.wav,0,1,1,1,8.843080299997382,,,,,,,,,8.831909299999097,8.843080299997382,2.0062882999991416,14.77119970000058,14.771224699998129,14.774934499997471,14.774934499997471,15.908914999999979,"['1', '2', '3']","[0.6837128999977722, 0.9044531999970786]","[0.08777900000131922, 0.08126180000181193]",1,2,3,14.774934499997471,310165,001,2024-09-17_14h23.20.803,Trial_mult,2023.2.1,60.19012857717412,2024-09-17 14h23.26.128591 -0400,
block1_trial3_attendleft_leadmasker.wav,0,2,2,2,15.92378760000065,,,,,,,,,15.909443299999111,15.92378760000065,2.0096506999980193,21.67511359999844,21.67512849999912,21.691630099998292,21.691630099998292,23.106106699997326,"['1', '2', '3']","[1.0102767999997013, 1.200102999999217]","[0.08449630000177422, 0.08652250000159256]",1,2,3,21.67492409999977,310165,001,2024-09-17_14h23.20.803,Trial_mult,2023.2.1,60.19012857717412,2024-09-17 14h23.26.128591 -0400,
block1_trial4_attendright_leadtarget.wav,0,3,3,3,23.120867099998577,,,,,,,,,23.106708999999682,23.120867099998577,2.0091724999983853,29.04186159999881,29.041878500000166,29.046361000000616,29.046361000000616,30.751942799997778,"['2', '2', '2']","[1.322247600000992, 1.5119541000021854]","[0.10476139999809675, 0.11187249999784399]",2,2,2,29.046361000000616,310165,001,2024-09-17_14h23.20.803,Trial_mult,2023.2.1,60.19012857717412,2024-09-17 14h23.26.128591 -0400,
block1_trial5_attendleft_leadtarget.wav,0,4,4,4,30.766459999998915,,,,,,,,,30.752565799997683,30.766459999998915,2.009099900002184,36.69195319999926,36.69196419999935,36.6949268999997,36.6949268999997,38.58003009999811,"['1', '2', '3']","[1.2192244000034407, 1.421358000003238]","[0.06365339999683783, 0.08304399999906309]",1,2,3,36.6949268999997,310165,001,2024-09-17_14h23.20.803,Trial_mult,2023.2.1,60.19012857717412,2024-09-17 14h23.26.128591 -0400,
block1_trial6_attendright_leadtarget.wav,0,5,5,5,38.59517439999763,,,,,,,,,38.58060939999996,38.59517439999763,2.00946489999842,44.52328289999787,44.523300000000745,44.52776599999925,44.52776599999925,46.076910699997825,"['2', '1', '3']","[1.0408870999999635, 1.270491299997957]","[0.10463579999850481, 0.08477440000206116]",2,1,3,44.52776599999925,310165,001,2024-09-17_14h23.20.803,Trial_mult,2023.2.1,60.19012857717412,2024-09-17 14h23.26.128591 -0400,
block1_trial7_attendleft_leadtarget.wav,0,6,6,6,46.09123619999809,,,,,,,,,46.077585299997736,46.09123619999809,2.0088565000005474,52.02107350000006,52.021087299999635,52.02504090000002,52.02504090000002,53.43979649999892,"['2', '2', '2']","[0.9111994999984745, 1.1713997000006202]","[0.16427670000120997, 0.11157709999679355]",2,2,2,52.02075409999816,310165,001,2024-09-17_14h23.20.803,Trial_mult,2023.2.1,60.19012857717412,2024-09-17 14h23.26.128591 -0400,
block1_trial8_attendleft_leadtarget.wav,0,7,7,7,53.45450499999788,,,,,,,,,53.44031999999788,53.45450499999788,2.009168200002023,59.20608649999849,59.206107599999086,59.22234599999865,59.22234599999865,60.570897599998716,"['1', '2', '3']","[0.8386333000016748, 1.0974881000001915]","[0.10783619999710936, 0.10889959999985876]",1,2,3,59.20574089999718,310165,001,2024-09-17_14h23.20.803,Trial_mult,2023.2.1,60.19012857717412,2024-09-17 14h23.26.128591 -0400,
block1_trial9_attendleft_leadmasker.wav,0,8,8,8,60.58513219999804,,,,,,,,,60.57171720000042,60.58513219999804,2.0085849999995844,66.33646880000015,66.33649049999804,66.35296219999873,66.35296219999873,67.26925850000043,"['1', '1', '1']","[0.5229878999998618, 0.737336400001368]","[0.12315810000291094, 0.07186949999959324]",1,1,1,66.33621089999724,310165,001,2024-09-17_14h23.20.803,Trial_mult,2023.2.1,60.19012857717412,2024-09-17 14h23.26.128591 -0400,
,,,,,67.28349080000044,,,,,,,,,67.26993070000026,67.28349080000044,,,,,,,,,,,,,,,,,,,,,
