audio,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,Instructions.started,resp_start.started,Instruction.stopped,resp_start.keys,trial.started,cross.started,sound_1.started,trial.stopped,Responses.started,respp.started,key_resp.started,Responses.stopped,key_resp.keys,key_resp.rt,key_resp.duration,response1,response2,response3,cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.009712299972306937,0.016994899982819334,0.016994899982819334,2.180151099979412,None,,,,,,,,,,,,,,,,662150,001,2024-09-22_10h18.56.551,Trial_mult,2023.2.1,60.15066538549488,2024-09-22 10h19.03.194723 -0400,
block1_trial1_attendright_leadtarget.wav,0,0,0,0,2.1946704000001773,,,,,,,2.1947494999913033,2.211302399984561,2.0095190000138246,7.963073899998562,7.9630934999731835,7.979300899984082,7.979300899984082,8.980375999992248,"['2', '3', '1']","[0.5027344000118319, 0.7266000999952666]","[0.17550899999332614, 0.14662750001298264]",2,3,1,,662150,001,2024-09-22_10h18.56.551,Trial_mult,2023.2.1,60.15066538549488,2024-09-22 10h19.03.194723 -0400,
block1_trial2_attendright_leadmasker.wav,0,1,1,1,8.992664999997942,,,,,,,8.99276579997968,9.009442799986573,,20.059699999983422,20.05971399997361,21.857747699978063,21.857747699978063,23.589021399995545,"['2', '3', '1']","[1.22090479999315, 1.4712647999986075]","[0.09812879998935387, 0.09785230000852607]",2,3,1,16.15712839999469,662150,001,2024-09-22_10h18.56.551,Trial_mult,2023.2.1,60.15066538549488,2024-09-22 10h19.03.194723 -0400,
,,,,,23.602876899996772,,,,,,,23.602969999978086,23.619665899983374,2.008649300027173,,,,,,,,,,,,,,,,,,,,
