trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audio,thisRow.t,notes,Instruction.started,Instructions.started,resp_start.started,Instruction.stopped,resp_start.keys,resp_start.rt,resp_start.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.011939999996684492,0.01484269998036325,0.01484269998036325,1.0651766000082716,space,1.0350890000117943,None,327405,001,2024-09-10_18h20.41.195,Trial_mult,2023.2.1,60.18567281312591,2024-09-10 18h20.48.373229 -0400,
