audio,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,Instructions.started,resp_start.started,Instruction.stopped,resp_start.keys,resp_start.rt,resp_start.duration,trial.started,cross.started,sound_1.started,trial.stopped,Responses.started,respp.started,key_resp.started,Responses.stopped,key_resp.keys,key_resp.rt,key_resp.duration,response1,response2,response3,cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.002969699999084696,0.008710900001460686,0.008710900001460686,1.2274888999963878,space,1.2135535999987042,None,,,,,,,,,,,,,,,,738640,001,2024-09-18_09h10.58.609,Trial_mult,2023.2.1,60.0476898731794,2024-09-18 09h11.12.602124 -0400,
block1_trial1_attendright_leadtarget.wav,0,0,0,0,1.3102500999957556,,,,,,,,,1.2977103000011994,1.3102500999957556,2.0097157999989577,6.993744200008223,6.99376040000061,7.010249200000544,7.010249200000544,8.457810000007157,"['2', '3', '1']","[0.6226069000113057, 1.0307487000100082]","[0.16536119999364018, 0.1442815999907907]",2,3,1,,738640,001,2024-09-18_09h10.58.609,Trial_mult,2023.2.1,60.0476898731794,2024-09-18 09h11.12.602124 -0400,
block1_trial2_attendright_leadmasker.wav,0,1,1,1,8.472773800007417,,,,,,,,,8.460958099996787,8.472773800007417,2.006733999995049,14.224043900001561,14.224058499996318,14.240488800001913,14.240488800001913,16.1197766999976,"['3', '2', '1']","[1.3770092999911867, 1.646553500002483]","[0.13552619999973103, 0.07573739999497775]",3,2,1,14.22388000000501,738640,001,2024-09-18_09h10.58.609,Trial_mult,2023.2.1,60.0476898731794,2024-09-18 09h11.12.602124 -0400,
block1_trial3_attendleft_leadmasker.wav,0,2,2,2,16.13513850000163,,,,,,,,,16.120278800008236,16.13513850000163,2.00988199999847,21.886641100005363,21.886658100003842,21.90333630000532,21.90333630000532,23.666814900003374,"['2', '3', '1']","[1.1355272000073455, 1.4333211000048323]","[0.059619599996949546, 0.10940709999704268]",2,3,1,21.886447299999418,738640,001,2024-09-18_09h10.58.609,Trial_mult,2023.2.1,60.0476898731794,2024-09-18 09h11.12.602124 -0400,
block1_trial4_attendright_leadtarget.wav,0,3,3,3,23.68119220000517,,,,,,,,,23.667361100000562,23.68119220000517,2.008805899997242,29.432672599999933,29.432688900007633,29.4489334999962,29.4489334999962,31.162151199998334,"['2', '2', '2']","[0.9721518000005744, 1.3803912000003038]","[0.09695180000562686, 0.08478930000273976]",2,2,2,29.432452499997453,738640,001,2024-09-18_09h10.58.609,Trial_mult,2023.2.1,60.0476898731794,2024-09-18 09h11.12.602124 -0400,
block1_trial5_attendleft_leadtarget.wav,0,4,4,4,31.177543600002537,,,,,,,,,31.162634499996784,31.177543600002537,2.0095702999969944,36.928640600002836,36.92868670000462,36.94551050000882,36.94551050000882,38.54228700000385,"['2', '3', '1']","[1.0488054999877932, 1.269895199991879]","[0.0763102000055369, 0.09093820000998676]",2,3,1,36.928352800008724,738640,001,2024-09-18_09h10.58.609,Trial_mult,2023.2.1,60.0476898731794,2024-09-18 09h11.12.602124 -0400,
block1_trial6_attendright_leadtarget.wav,0,5,5,5,38.55723590000707,,,,,,,,,38.54270689999976,38.55723590000707,2.0121407999977237,44.486410099998466,44.48645130000659,44.490252400006284,44.490252400006284,45.50822020000487,"['1', '2', '3']","[0.5050352999969618, 0.7329233000054955]","[0.10134690000268165, 0.08025959999940824]",1,2,3,44.490252400006284,738640,001,2024-09-18_09h10.58.609,Trial_mult,2023.2.1,60.0476898731794,2024-09-18 09h11.12.602124 -0400,
block1_trial7_attendleft_leadtarget.wav,0,6,6,6,45.52150689999689,,,,,,,,,45.50886250000622,45.52150689999689,2.007809799993993,51.27297210000688,51.27298550000705,51.2894696000003,51.2894696000003,52.753147700001136,"['2', '1', '3']","[0.9511711999948602, 1.178692499990575]","[0.08794549999583978, 0.08298289999947883]",2,1,3,51.27269349999551,738640,001,2024-09-18_09h10.58.609,Trial_mult,2023.2.1,60.0476898731794,2024-09-18 09h11.12.602124 -0400,
block1_trial8_attendleft_leadtarget.wav,0,7,7,7,52.76846320000186,,,,,,,,,52.7536492000072,52.76846320000186,2.0107365000003483,58.51954100000148,58.51955860000453,58.53601160000835,58.53601160000835,60.166085799995926,"['1', '2', '3']","[1.1906439000013052, 1.404994100012118]","[0.0951999000099022, 0.09222849999787286]",1,2,3,58.51929209999798,738640,001,2024-09-18_09h10.58.609,Trial_mult,2023.2.1,60.0476898731794,2024-09-18 09h11.12.602124 -0400,
block1_trial9_attendleft_leadmasker.wav,0,8,8,8,60.181587500002934,,,,,,,,,60.16656189999776,60.181587500002934,2.0097757000039564,65.9324753999972,65.93249040000956,65.949328600007,65.949328600007,67.09711709999829,"['2', '3', '1']","[0.6516085000039311, 0.8589928000001237]","[0.07981749999453314, 0.09676879999460652]",2,3,1,65.93226600000344,738640,001,2024-09-18_09h10.58.609,Trial_mult,2023.2.1,60.0476898731794,2024-09-18 09h11.12.602124 -0400,
