audio,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,Instructions.started,resp_start.started,Instruction.stopped,resp_start.keys,resp_start.rt,resp_start.duration,trial.started,cross.started,sound_1.started,cross.stopped,trial.stopped,Responses.started,respp.started,key_resp.started,Responses.stopped,key_resp.keys,key_resp.rt,key_resp.duration,response1,response2,response3,participant,session,date,expName,psychopyVersion,frameRate,expStart,
block1_trial10_attendright_leadmasker.wav,0,9,9,9,74.0698459999985,,,,,,,,,74.05545400000119,74.0698459999985,2.0094009000022197,79.99799669999629,79.99413459999778,79.9941492999933,79.99799669999629,79.99799669999629,81.0195504000003,"['3', '3', '3']","[0.5255806000059238, 0.79711519999546]","[0.16080990000045858, 0.12208430000464432]",3,3,3,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial11_attendleft_leadtarget.wav,0,10,10,10,81.0340034999972,,,,,,,,,81.02022150000266,81.0340034999972,2.0092421999870567,86.78573129999859,86.78605799999787,86.78609280000092,86.80188660000567,86.80188660000567,87.98375689999375,"['2', '3', '1']","[0.6411396000039531, 0.9183529000001727]","[0.10856419999618083, 0.13333460000285413]",2,3,1,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial12_attendright_leadtarget.wav,0,11,11,11,87.99834059999557,,,,,,,,,87.98433510000177,87.99834059999557,2.0096484999958193,93.74959389999276,93.7499863999983,93.75000489999366,93.76615650000167,93.76615650000167,94.8072991999943,"['3', '3', '3']","[0.5447762999974657, 0.7846052999957465]","[0.13127299999177922, 0.10537360000307672]",3,3,3,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial13_attendleft_leadmasker.wav,0,12,12,12,94.81570039999497,,,,,,,,,94.80806719999237,94.81570039999497,1.9999227999942377,,100.56453459999466,100.56455320000532,100.58100689999992,100.58100689999992,101.91152379999403,"['2', '2', '2']","[0.8999199999962002, 1.1091925000073388]","[0.10197960000368766, 0.10338829999091104]",2,2,2,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial14_attendright_leadmasker.wav,0,13,13,13,101.92698429999291,,,,,,,,,101.91200500000559,101.92698429999291,2.0097346999973524,107.67799120000564,107.67822709999746,107.67824989999644,107.6948107000062,107.6948107000062,111.48617190000368,"['2', '2', '2']","[0.9544336999970255, 1.2939484999951674]","[0.08804279999458231, 0.08718930000031833]",2,2,2,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial15_attendleft_leadtarget.wav,0,14,14,14,111.50106209999649,,,,,,,,,111.4867782999936,111.50106209999649,2.009172900012345,117.42797799999244,117.42326399999729,117.42328629999247,117.42797799999244,117.42797799999244,118.74918280000566,"['3', '2', '1']","[0.8728595000138739, 1.0960327000066172]","[0.1138405999954557, 0.08586380000633653]",3,2,1,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial16_attendleft_leadmasker.wav,0,15,15,15,118.76427719999629,,,,,,,,,118.75011480000103,118.76427719999629,2.009809099996346,124.51540869999735,124.51570699999866,124.51572640000086,124.53214539999317,124.53214539999317,125.8299440999981,"['2', '2', '2']","[0.8467980999994325, 1.039596500006155]","[0.0813586000003852, 0.1308537000004435]",2,2,2,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial17_attendleft_leadtarget.wav,0,16,16,16,125.84498650000023,,,,,,,,,125.83049019999453,125.84498650000023,2.0093216999957804,131.5961307999969,131.59633810000378,131.59635479999997,131.61254329999792,131.61254329999792,133.30997440000647,"['1', '2', '3']","[1.2479624999978114, 1.4756023999943864]","[0.1081553999974858, 0.09185920000891201]",1,2,3,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial18_attendleft_leadmasker.wav,0,17,17,17,133.32452029999695,,,,,,,,,133.31058289999783,133.32452029999695,2.00951439999335,139.07578009999997,139.07606289999967,139.0760825000034,139.0920996000059,139.0920996000059,140.539881100005,"['2', '2', '2']","[0.899518199992599, 1.1272079999907874]","[0.0967977999971481, 0.09254640000290237]",2,2,2,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial19_attendright_leadmasker.wav,0,18,18,18,140.55481339999824,,,,,,,,,140.5403640000004,140.55481339999824,2.009745799994562,146.30591900000582,146.30623499999638,146.30625690000306,146.32259090000298,146.32259090000298,147.5531248000043,"['3', '2', '1']","[0.8181586999999126, 0.9840234999865061]","[0.1495845999888843, 0.13656570001330692]",3,2,1,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial20_attendright_leadtarget.wav,0,19,19,19,147.56872080000176,,,,,,,,,147.55343349999748,147.56872080000176,2.0103743000072427,153.31996690000233,153.3200824999949,153.3200913000037,153.3364639999927,153.3364639999927,154.53485389999696,"['2', '2', '2']","[0.7120218999916688, 0.9712839999992866]","[0.14230240001052152, 0.12137510000320617]",2,2,2,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial21_attendright_leadmasker.wav,0,20,20,20,154.54965309999534,,,,,,,,,154.53536959999474,154.54965309999534,2.009183899994241,160.30166690000624,160.30196159999468,160.30197650000628,160.31751059999806,160.31751059999806,161.59894749999512,"['2', '2', '2']","[0.7433839000004809, 1.00552809999499]","[0.13406329999270383, 0.11303310000221245]",2,2,2,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial22_attendleft_leadmasker.wav,0,21,21,21,161.6139392000041,,,,,,,,,161.59971229999792,161.6139392000041,2.009438399996725,167.3648952999938,167.36514270000043,167.3651564000029,167.38160639999842,167.38160639999842,171.6033693000063,"['3', '3']","[0.7647022000019206, 1.2194471999973757]","[0.11792550000245683, 0.08923070000309963]",3,3,NA,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial23_attendleft_leadmasker.wav,0,22,22,22,171.61988309999288,,,,,,,,,171.6036713999929,171.61988309999288,2.014781000005314,,177.35462420000113,177.3546425999957,177.37088970000332,177.37088970000332,178.602215299994,"['2', '2', '2']","[0.8219032000051811, 1.0099397000012686]","[0.09781120000116061, 0.08777490000647958]",2,2,2,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial24_attendleft_leadtarget.wav,0,23,23,23,178.61737910000375,,,,,,,,,178.6027677999955,178.61737910000375,2.0094555000105174,184.3684626000031,184.3687976999936,184.36881990000256,184.3854488999932,184.3854488999932,185.44507699999667,"['2', '2', '2']","[0.6296880000008969, 0.8359763999906136]","[0.08002759999362752, 0.05520200000319164]",2,2,2,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial25_attendright_leadmasker.wav,0,24,24,24,185.45071520000056,,,,,,,,,185.44550489999529,185.45071520000056,2.014747000008356,,191.19994340000267,191.19996349999565,191.21667480000178,191.21667480000178,192.06680659999256,"['2', '2', '2']","[0.4513085999933537, 0.6545457999891369]","[0.10333539999555796, 0.08787840000877623]",2,2,2,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial26_attendleft_leadmasker.wav,0,25,25,25,192.08071819999896,,,,,,,,,192.06742099999974,192.08071819999896,2.008363400003873,197.83169839999755,197.8319627000019,197.83198329999868,197.84855520000565,197.84855520000565,199.21365020000667,"['2', '3', '1']","[0.8996632999915164, 1.0795542999985628]","[0.07999110000673681, 0.07730550000269432]",2,3,1,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial27_attendleft_leadmasker.wav,0,26,26,26,199.22786949999863,,,,,,,,,199.2141993999976,199.22786949999863,2.008648399991216,204.97907329999725,204.97945899999468,204.9794780999946,204.9956497999956,204.9956497999956,205.99410559999524,"['1', '1', '1']","[0.49381510000966955, 0.7245037000102457]","[0.12354010000126436, 0.07970269999350421]",1,1,1,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial28_attendright_leadtarget.wav,0,27,27,27,206.00917109999864,,,,,,,,,205.99463380000088,206.00917109999864,2.0091695000010077,211.93686400000297,211.9340685000061,211.93407819999265,211.93686400000297,211.93686400000297,213.22388059999503,"['2', '2', '2']","[0.7535491000016918, 0.97781290000421]","[0.10010080000211019, 0.13070349999179598]",2,2,2,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial29_attendleft_leadmasker.wav,0,28,28,28,213.23935540000093,,,,,,,,,213.2242852000054,213.23935540000093,2.010145399995963,218.9905574000004,218.99079179999535,218.9908077,219.00720649999857,219.00720649999857,220.69117239999468,"['3', '3', '3']","[0.794680499995593, 1.0938437000004342]","[0.1482830000022659, 0.14058389999263454]",3,3,3,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial30_attendleft_leadtarget.wav,0,29,29,29,220.70251469999494,,,,,,,,,220.69178189999366,220.70251469999494,2.0059655999939423,226.4534588999959,226.4537602000055,226.45378029999847,226.4705213999987,226.4705213999987,227.91871549999632,"['1', '3', '2']","[0.9644054000091273, 1.2314174000057392]","[0.11531509998894762, 0.07759210000222083]",1,3,2,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial31_attendright_leadtarget.wav,0,30,30,30,227.9324709999928,,,,,,,,,227.92001309999614,227.9324709999928,2.0081291000096826,233.8605760999926,233.85613489999378,233.85615999999573,233.8605760999926,233.8605760999926,235.69768830000248,"['2', '1', '3']","[1.0328272000042489, 1.5369879999925615]","[0.11500859999796376, 0.11465220000536647]",2,1,3,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial32_attendright_leadmasker.wav,0,31,31,31,235.71140529999684,,,,,,,,,235.69840860000113,235.71140529999684,2.00800510001136,241.63861720000568,241.63503960000526,241.63505329999316,241.63861720000568,241.63861720000568,245.701198499999,"['3', '2']","[1.6521935000055237, 1.8958032999944407]","[0.06853189998946618, 0.06403640001371969]",3,2,NA,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial33_attendright_leadtarget.wav,0,32,32,32,245.71729770000093,,,,,,,,,245.70219749999524,245.71729770000093,2.013826800015522,,251.4521451000037,251.45216349999828,251.4687954999972,251.4687954999972,252.65045190000092,"['2', '1', '3']","[0.7023812999977963, 0.9158426999929361]","[0.1057005000038771, 0.12537560000782833]",2,1,3,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial34_attendright_leadtarget.wav,0,33,33,33,252.6651692000014,,,,,,,,,252.65088780000224,252.6651692000014,2.0090773000119952,258.4161712000059,258.41649479999614,258.41651640000055,258.4330448999972,258.4330448999972,259.8810439999943,"['2', '2', '2']","[1.0897139000007883, 1.2678837999992538]","[0.0711860000010347, 0.0613601000077324]",2,2,2,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial35_attendright_leadmasker.wav,0,34,34,34,259.89530119999836,,,,,,,,,259.8816399000061,259.89530119999836,2.0089263999980176,265.8275136000011,265.8233473,265.82336720000603,265.8275136000011,265.8275136000011,267.010366100003,"['3', '2', '1']","[0.7521169000101509, 0.9620446000044467]","[0.07277919999614824, 0.07547189999604598]",3,2,1,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial36_attendleft_leadtarget.wav,0,35,35,35,267.02584610000486,,,,,,,,,267.01072730000305,267.02584610000486,2.010131699993508,272.77636760000314,272.77648089999275,272.77648830000544,272.7931125000032,272.7931125000032,273.808002100006,"['2', '2', '2']","[0.5669199999974808, 0.7690729000023566]","[0.06544659999781288, 0.06383020000066608]",2,2,2,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial37_attendleft_leadtarget.wav,0,36,36,36,273.82365310000023,,,,,,,,,273.80831229999603,273.82365310000023,2.0104799999971874,279.57517850000295,279.5753962000017,279.57541520000086,279.5917480999924,279.5917480999924,280.8729932999995,"['3', '1', '2']","[0.5502331000025151, 0.872061299989582]","[0.08883739999146201, 0.07248460000846535]",3,1,2,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial38_attendright_leadmasker.wav,0,37,37,37,280.8879767000035,,,,,,,,,280.873522599999,280.8879767000035,2.009501199994702,286.6388250000018,286.6391219999932,286.63913189999585,286.6557635999925,286.6557635999925,288.08640139999625,"['1', '2', '3']","[0.811241900009918, 1.1626037000096403]","[0.12798759998986498, 0.1104466999968281]",1,2,3,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial39_attendright_leadmasker.wav,0,38,38,38,288.10166640000534,,,,,,,,,288.08692390000215,288.10166640000534,2.0098226999980398,293.85285759999533,293.8532864000008,293.8533091999998,293.869389200001,293.869389200001,295.167068499999,"['3', '2', '1']","[0.844789300012053, 1.082205900005647]","[0.08060679999471176, 0.07646880000538658]",3,2,1,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block1_trial40_attendright_leadtarget.wav,0,39,39,39,295.18239000000176,,,,,,,,,298.1744295999961,298.1905609999958,2.0113236000033794,,303.9257185000024,303.92573919999995,303.9417182000034,303.9417182000034,308.18063629999233,"['2', '1']","[0.5162615000008373, 0.7040138000011211]","[0.07078650000039488, 0.07556660000409465]",2,1,NA,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
block2_trial1_attendright_leadmasker.wav,0,40,40,40,308.19666299999517,,,,,,,,,308.1816403999983,308.19666299999517,1.9999907000019448,,313.93130050000036,313.9313159000012,313.9480443000066,313.9480443000066,315.04691980000644,"['3', '2', '1']","[0.633291599995573, 0.8608346999972127]","[0.122363000002224, 0.11019950000627432]",3,2,1,783454,001,2024-09-18_10h21.38.315,Trial_mult,2023.2.1,60.170499123445,2024-09-18 10h21.45.036202 -0400,
,,,,,315.0614169000037,,,,,,,,,315.0474721999926,315.0614169000037,,,,,,,,,,,,,,,,,,,,,
