audio,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,Instructions.started,resp_start.started,Instruction.stopped,resp_start.keys,resp_start.rt,resp_start.duration,trial.started,cross.started,sound_1.started,trial.stopped,Responses.started,respp.started,key_resp.started,Responses.stopped,key_resp.keys,key_resp.rt,key_resp.duration,response1,response2,response3,cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.0027133000003232155,0.008786800000962103,0.008786800000962103,0.935248199999478,space,0.9172605000021576,None,,,,,,,,,,,,,,,,558491,001,2024-09-17_16h48.56.630,Trial_mult,2023.2.1,59.87127675409212,2024-09-17 16h49.03.431416 -0400,
block1_trial1_attendright_leadtarget.wav,0,0,0,0,0.9900388999994902,,,,,,,,,0.9848377000016626,0.9900388999994902,2.0106658000004245,6.703409000001557,6.703429599998344,6.7189792999997735,6.7189792999997735,7.933574599999702,"['2', '1', '3']","[0.684272400001646, 0.9130839000026754]","[0.11507730000084848, 0.12515239999993355]",2,1,3,,558491,001,2024-09-17_16h48.56.630,Trial_mult,2023.2.1,59.87127675409212,2024-09-17 16h49.03.431416 -0400,
block1_trial2_attendright_leadmasker.wav,0,1,1,1,7.948644000000058,,,,,,,,,7.934898999999859,7.948644000000058,2.008808800001134,13.700258799999574,13.700281800000084,13.716427100000146,13.716427100000146,14.932166400001734,"['2', '1', '3']","[0.78162859999793, 0.971362100000988]","[0.12281190000067, 0.1301893999989261]",2,1,3,13.699910300001648,558491,001,2024-09-17_16h48.56.630,Trial_mult,2023.2.1,59.87127675409212,2024-09-17 16h49.03.431416 -0400,
block1_trial3_attendleft_leadmasker.wav,0,2,2,2,14.946018999999069,,,,,,,,,14.933257500000764,14.946018999999069,2.0086217999996734,20.697480999999243,20.69750049999857,20.714051499999186,20.714051499999186,21.595772399999987,"['1', '2', '3']","[0.3928696000002674, 0.597378700000263]","[0.20038510000085807, 0.11580270000195014]",1,2,3,20.69721109999955,558491,001,2024-09-17_16h48.56.630,Trial_mult,2023.2.1,59.87127675409212,2024-09-17 16h49.03.431416 -0400,
block1_trial4_attendright_leadtarget.wav,0,3,3,3,21.611238199999207,,,,,,,,,21.59626560000106,21.611238199999207,2.009976999997889,27.362806099998124,27.36282719999872,27.37933880000128,27.37933880000128,31.60106050000104,"['1', '3']","[0.5245557999987795, 1.3348918999981834]","[0.15698770000017248, 0.12726000000111526]",1,3,NA,27.362575499999366,558491,001,2024-09-17_16h48.56.630,Trial_mult,2023.2.1,59.87127675409212,2024-09-17 16h49.03.431416 -0400,
block1_trial5_attendleft_leadtarget.wav,0,4,4,4,31.617212299999665,,,,,,,,,31.602102900000318,31.617212299999665,2.0154665999980352,37.35155200000008,37.35155890000169,37.36824360000173,37.36824360000173,38.3174016999983,"['2', '1', '3']","[0.4244321000005584, 0.6324032000011357]","[0.13903320000099484, 0.1410372999998799]",2,1,3,,558491,001,2024-09-17_16h48.56.630,Trial_mult,2023.2.1,59.87127675409212,2024-09-17 16h49.03.431416 -0400,
block1_trial6_attendright_leadtarget.wav,0,5,5,5,38.33239179999873,,,,,,,,,38.31813949999923,38.33239179999873,2.009239899998647,44.08391560000018,44.08393480000086,44.10019470000043,44.10019470000043,45.531140800001594,"['2', '1', '3']","[0.9385110000002896, 1.1574862000015855]","[0.10262679999868851, 0.10017889999653562]",2,1,3,44.08334399999876,558491,001,2024-09-17_16h48.56.630,Trial_mult,2023.2.1,59.87127675409212,2024-09-17 16h49.03.431416 -0400,
block1_trial7_attendleft_leadtarget.wav,0,6,6,6,45.54580889999852,,,,,,,,,45.53171479999946,45.54580889999852,2.008958200000052,51.29735129999972,51.297369799998705,51.313625099999626,51.313625099999626,52.59587340000144,"['2', '1', '3']","[0.8359271999979683, 1.0469470999996702]","[0.09218570000302861, 0.07998719999886816]",2,1,3,51.29712460000155,558491,001,2024-09-17_16h48.56.630,Trial_mult,2023.2.1,59.87127675409212,2024-09-17 16h49.03.431416 -0400,
block1_trial8_attendleft_leadtarget.wav,0,7,7,7,52.60986200000116,,,,,,,,,52.5965013999994,52.60986200000116,2.0081814999975904,58.36132910000015,58.36134959999981,58.37780700000076,58.37780700000076,59.49292190000051,"['2', '1', '3']","[0.5915018999985477, 0.7839722999997321]","[0.12564230000134557, 0.16401530000075581]",2,1,3,58.361063500000455,558491,001,2024-09-17_16h48.56.630,Trial_mult,2023.2.1,59.87127675409212,2024-09-17 16h49.03.431416 -0400,
block1_trial9_attendleft_leadmasker.wav,0,8,8,8,59.50770719999855,,,,,,,,,59.49346670000159,59.50770719999855,2.0093388999994204,65.25918589999856,65.25920620000034,65.27557249999882,65.27557249999882,66.27407809999931,"['2', '1', '3']","[0.5241521999996621, 0.7087939999983064]","[0.13410099999964586, 0.13181429999895045]",2,1,3,65.25893020000149,558491,001,2024-09-17_16h48.56.630,Trial_mult,2023.2.1,59.87127675409212,2024-09-17 16h49.03.431416 -0400,
