audio,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,Instructions.started,resp_start.started,Instruction.stopped,resp_start.keys,trial.started,cross.started,sound_1.started,trial.stopped,Responses.started,respp.started,key_resp.started,Responses.stopped,key_resp.keys,key_resp.rt,key_resp.duration,response1,response2,response3,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.005577200000061566,0.009146699999746488,0.009146699999746488,0.8915825999997651,None,,,,,,,,,,,,,,,040067,001,2024-09-18_13h13.07.018,Trial_mult,2023.2.1,60.11577095154699,2024-09-18 13h13.12.137351 -0400,
block1_trial1_attendright_leadtarget.wav,0,0,0,0,0.94347259999995,,,,,,,0.943521299999702,0.9484975999998824,2.00839649999989,6.656646399999772,6.656666099999711,6.672663999999713,6.672663999999713,7.855205699999715,"['3', '2', '1']","[0.5685174000000188, 0.9133419999998296]","[0.12212589999990087, 0.09550310000031459]",3,2,1,040067,001,2024-09-18_13h13.07.018,Trial_mult,2023.2.1,60.11577095154699,2024-09-18 13h13.12.137351 -0400,
,,,,,7.869428499999685,,,,,,,7.8695497999997315,7.886063199999626,2.0071928000002117,13.62121389999993,13.621264699999756,13.637414699999681,13.637414699999681,17.85975039999994,None,,,,,,,,,,,,,
