audio,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,Instructions.started,resp_start.started,Instruction.stopped,resp_start.keys,resp_start.rt,resp_start.duration,trial.started,cross.started,sound_1.started,trial.stopped,Responses.started,respp.started,key_resp.started,Responses.stopped,key_resp.keys,key_resp.rt,key_resp.duration,response1,response2,response3,respp.stopped,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.013519700150936842,0.02993770013563335,0.02993770013563335,1.9818684000056237,space,1.9373683000449091,None,,,,,,,,,,,,,,,,,904260,001,2024-09-04_13h04.26.164,Trial_mult,2023.2.1,59.72713062530287,2024-09-04 13h04.36.428762 -0400,
block1_trial1_attendright_leadtarget.wav,0,0,0,0,2.014553900109604,,,,,,,,,1.9916147999465466,2.014553900109604,2.001286800019443,7.9202754001598805,7.920288700144738,13.49068809999153,13.49068809999153,16.426957600051537,"['2', '3', '1']","[2.508462799945846, 2.748234000056982]","[0.10357860010117292, 0.08092609979212284]",2,3,1,,,904260,001,2024-09-04_13h04.26.164,Trial_mult,2023.2.1,59.72713062530287,2024-09-04 13h04.36.428762 -0400,
block1_trial2_attendright_leadmasker.wav,0,1,1,1,16.442944400012493,,,,,,,,,16.42870629997924,16.442944400012493,1.9995994998607785,22.18124260008335,22.181256199954078,27.935123400064185,27.935123400064185,30.654918699990958,"['1', '3', '2']","[2.095138000091538, 2.4233912001363933]","[0.09630730003118515, 0.08773219981230795]",1,3,2,,,904260,001,2024-09-04_13h04.26.164,Trial_mult,2023.2.1,59.72713062530287,2024-09-04 13h04.36.428762 -0400,
block1_trial3_attendleft_leadmasker.wav,0,2,2,2,30.67062560003251,,,,,,,,,30.6555459999945,30.67062560003251,2.000246499897912,36.592144900001585,36.59215819998644,42.163207200123,42.163207200123,46.40056210011244,"['2', '1']","[3.44307200005278, 3.6351203001104295]","[0.12875070003792644, 0.13680860004387796]",2,1,NA,46.41666390001774,46.41666390001774,904260,001,2024-09-04_13h04.26.164,Trial_mult,2023.2.1,59.72713062530287,2024-09-04 13h04.36.428762 -0400,
,,,,,46.41666390001774,,,,,,,,,46.401162000140175,46.41666390001774,2.0121589999180287,,,,,,,,,,,,,,,,,,,,,
