trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audio,thisRow.t,notes,Instruction.started,Instructions.started,resp_start.started,Instruction.stopped,resp_start.keys,resp_start.rt,resp_start.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.007969800033606589,0.010928599978797138,0.010928599978797138,1.3038153999950737,space,1.2789054999593645,None,854357,001,2024-09-10_18h17.30.131,Trial_mult,2023.2.1,60.37808758151773,2024-09-10 18h17.37.052382 -0400,
