trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audio,thisRow.t,notes,Instruction.started,Instructions.started,resp_start.started,Instruction.stopped,resp_start.keys,resp_start.rt,resp_start.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.006999699980951846,0.010308100027032197,0.010308100027032197,1.1228006000164896,space,1.1094020999735221,None,557971,001,2024-09-10_18h18.51.877,Trial_mult,2023.2.1,60.183137322158565,2024-09-10 18h18.56.967095 -0400,
,,,,,1.1762176000047475,,,,,,,,,,,,,,,,
