trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audio,thisRow.t,notes,Instruction.started,Instructions.started,resp_start.started,Instruction.stopped,resp_start.keys,resp_start.rt,resp_start.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.012817900045774877,0.017903300002217293,0.017903300002217293,1.563494100002572,space,1.5345198001014069,None,273930,001,2024-09-11_09h52.02.216,Trial_mult,2023.2.1,60.200781647994965,2024-09-11 09h52.09.157801 -0400,
,,,,,16.404898099950515,,,,,,,,,,,,,,,,
