audio,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,Instructions.started,resp_start.started,Instruction.stopped,resp_start.keys,resp_start.rt,resp_start.duration,trial.started,cross.started,sound_1.started,trial.stopped,Responses.started,respp.started,key_resp.started,Responses.stopped,key_resp.keys,key_resp.rt,key_resp.duration,response1,response2,response3,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.018422399880364537,0.03506670007482171,0.03506670007482171,1.8877232999075204,space,1.8511691000312567,None,,,,,,,,,,,,,,,016136,001,2024-09-04_13h06.50.605,Trial_mult,2023.2.1,59.83577472211803,2024-09-04 13h07.02.163691 -0400,
block1_trial1_attendright_leadtarget.wav,0,0,0,0,1.9202258000150323,,,,,,,,,1.897580899996683,1.9202258000150323,1.9999528999906033,7.640835500089452,7.640849600080401,13.395299500087276,13.395299500087276,15.181330899940804,"['3', '2', '1']","[1.3546002998482436, 1.5776857000309974]","[0.09601460001431406, 0.0802823998965323]",3,2,1,016136,001,2024-09-04_13h06.50.605,Trial_mult,2023.2.1,59.83577472211803,2024-09-04 13h07.02.163691 -0400,
block1_trial2_attendright_leadmasker.wav,0,1,1,1,15.196366300107911,,,,,,,,,15.183072699932382,15.196366300107911,2.0152384999673814,20.93448569998145,20.93449779995717,26.68945399997756,26.68945399997756,28.37556009995751,"['3', '2', '2']","[0.9252585000358522, 1.3077455000020564]","[0.12686909991316497, 0.15212649991735816]",3,2,2,016136,001,2024-09-04_13h06.50.605,Trial_mult,2023.2.1,59.83577472211803,2024-09-04 13h07.02.163691 -0400,
block1_trial3_attendleft_leadmasker.wav,0,2,2,2,28.39032749994658,,,,,,,,,28.376191100105643,28.39032749994658,1.9994344001170248,34.128842199919745,34.12885760003701,39.883021800080314,39.883021800080314,42.00223449990153,"['2', '1', '3']","[1.258481099968776, 1.4994477999862283]","[0.08899939991533756, 0.07954690000042319]",2,1,3,016136,001,2024-09-04_13h06.50.605,Trial_mult,2023.2.1,59.83577472211803,2024-09-04 13h07.02.163691 -0400,
,,,,,42.01807149988599,,,,,,,,,42.00284729991108,42.01807149988599,2.0004112001042813,,,,,,,,,,,,,,,,,,,
