audio,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,Instructions.started,resp_start.started,Instructions.stopped,Instruction.stopped,resp_start.keys,trial.started,cross.started,sound_1.started,trial.stopped,Responses.started,respp.started,key_resp.started,Responses.stopped,key_resp.keys,key_resp.rt,key_resp.duration,response1,response2,response3,cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.009151499999916268,0.01890319999984058,0.01890319999984058,10.058802899999591,16.64234009999973,None,,,,,,,,,,,,,,,,925353,001,2024-09-20_09h18.28.403,Trial_mult,2023.2.1,60.212888689185704,2024-09-20 09h18.49.570896 -0400,
block1_trial1_attendright_leadtarget.wav,0,0,0,0,16.72294649999958,,,,,,,,16.72318089999999,16.733992399999806,2.0140808999999535,22.4078070999999,22.407821199999944,22.424717499999588,22.424717499999588,24.321643499999936,"['2', '1', '3']","[1.5455581000001075, 1.7087380000002668]","[0.07459239999980127, 0.07128960000000006]",2,1,3,,925353,001,2024-09-20_09h18.28.403,Trial_mult,2023.2.1,60.212888689185704,2024-09-20 09h18.49.570896 -0400,
block1_trial2_attendright_leadmasker.wav,0,1,1,1,24.39072759999999,,,,,,,,24.390834899999845,24.402508899999702,2.009319400000095,30.1538544,30.15387819999978,30.170289499999853,30.170289499999853,32.54894299999978,"['2', '3', '1']","[1.9709044000001086, 2.1286792000000787]","[0.07502149999982066, 0.08579099999997197]",2,3,1,30.153633499999614,925353,001,2024-09-20_09h18.28.403,Trial_mult,2023.2.1,60.212888689185704,2024-09-20 09h18.49.570896 -0400,
,,,,,32.56363899999997,,,,,,,,32.564167599999564,32.580062599999565,,,,,,,,,,,,,,,,,,,,,
